Inventory: Name,Floor,Status,No of Units,Exterior,Exterior Patio,Interior,Centre: Name,Unit Type
NCR/PT/FD/00/007,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/008,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/009,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/010,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/011,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/013,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/014,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/015,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/016,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/017,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/018,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/019,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/020,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/021,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/022,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/023,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/024,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/025,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/026,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/012,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/027,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/028,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/029,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/030,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/031,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/032,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/033,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/034,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/035,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
NCR/PT/FD/00/036,00,,1,No,,Yes,CoWrks Golf Course Road,Flexible Desk
Community Lounge - 5,N/A,N/A,1,,,,CoWrks Golf Course Road,Lounge
Community Lounge - 4,N/A,N/A,1,,,,CoWrks Golf Course Road,Lounge
Community Lounge - 3,N/A,N/A,1,,,,CoWrks Golf Course Road,Lounge
Community Lounge - 1,N/A,N/A,1,,,,CoWrks Golf Course Road,Lounge
Community Lounge - 2,N/A,N/A,1,,,,CoWrks Golf Course Road,Lounge
NCR/PT/CP/00/038,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/039,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/040,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/041,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/042,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/043,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/044,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/045,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/046,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/047,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/048,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/049,N/A,,2,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/050,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/051,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/052,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/053,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/054,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/055,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/001,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/002,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/003,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/004,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/005,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/006,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/007,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/008,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/009,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/010,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/011,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/012,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/013,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/014,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/015,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/016,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/017,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/018,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/019,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/020,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/021,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/022,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/023,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/024,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/025,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/026,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/027,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/028,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/029,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/030,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/031,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/032,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/033,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/034,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/035,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/036,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/037,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
NCR/PT/CP/00/038,N/A,,1,,,,CoWrks Golf Course Road,Car Parking
Telephony,N/A,N/A,1,,,,CoWrks Golf Course Road,Telephony
Telephony,N/A,N/A,1,,,,CoWrks Golf Course Road,Telephony
NCR/PT/VO/00/001,N/A,,1,,,,CoWrks Golf Course Road,Virtual Office
NCR/PT/VO/00/002,N/A,,1,,,,CoWrks Golf Course Road,Virtual Office
NCR/PT/LK/00/003,N/A,,1,,,,CoWrks Golf Course Road,Lockers
NCR/PT/LK/00/005,N/A,,1,,,,CoWrks Golf Course Road,Lockers
NCR/PT/LK/00/004,N/A,,1,,,,CoWrks Golf Course Road,Lockers
NCR/PT/LK/00/001,N/A,,1,,,,CoWrks Golf Course Road,Lockers
NCR/PT/LK/00/002,N/A,,1,,,,CoWrks Golf Course Road,Lockers
NCR/PT/CL/2B/001,2B,,5,0,,1,CoWrks Golf Course Road,Community Lounge
NCR/PT/RU/00/001,N/A,,1,No,,,CoWrks Golf Course Road,IT Rack Unit
BLR/KO/PS/05/004,05,,24,Yes,,,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/001,05,,29,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/002,05,,37,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/003,05,,34,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/014,05,,1,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/005,05,,4,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/007,05,,8,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/013,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/006,05,,8,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/012,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/008,05,,8,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/011,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/009,05,,8,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/010,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/015,05,,35,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/016,05,,12,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/018,05,,5,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/019,05,,4,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/021,05,,6,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/022,05,,4,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/023,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/024,05,,7,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/025,05,,4,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/026,05,,4,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/027,05,,4,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/028,05,,6,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/029,05,,5,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/030,05,,6,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/031,05,,7,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/032,05,,19,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/033,05,,30,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/034,05,,3,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/035,05,,1,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/036,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/037,05,,1,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/038,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/039,05,,1,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/040,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/041,05,,1,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/042,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/043,05,,1,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/044,05,,2,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/045,05,,6,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/046,05,,6,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/047,05,,8,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/048,05,,8,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/049,05,,5,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/050,05,,6,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/051,05,,6,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/052,05,,3,0,,1,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/053,05,,52,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/054,05,,23,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/055,05,,25,1,,0,CoWrks Koramangala,Private Studio
BLR/KO/PS/05/056,05,,40,No,,Yes,CoWrks Koramangala,Private Studio
BLR/KO/DD/05/001,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/002,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/003,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/004,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/005,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/006,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/007,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/008,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/009,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/010,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/011,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/012,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/013,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/014,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/015,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/016,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/017,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/018,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/DD/05/019,05,,1,0,,1,CoWrks Koramangala,Dedicated Desk
BLR/KO/CL/00/001,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/002,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/003,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/004,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/005,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/006,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/007,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/008,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/009,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/010,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/011,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/012,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/013,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/014,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/015,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/016,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/017,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/018,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/019,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CL/00/020,00,,1,0,,1,CoWrks Koramangala,Lounge
BLR/KO/CP/00/022,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/012,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/009,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/014,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/026,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/011,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/023,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/029,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/030,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/031,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/032,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/033,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/034,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/035,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/036,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/006,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/002,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/007,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/005,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/001,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/003,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/004,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/008,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/010,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/015,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/017,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/019,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/027,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/020,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/016,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/018,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/024,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/013,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/021,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/025,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/CP/00/028,N/A,,1,,,,CoWrks Koramangala,Car Parking
BLR/KO/VO/05/002,N/A,,1,,,,CoWrks Koramangala,Virtual Office
BLR/KO/VO/05/003,N/A,,1,,,,CoWrks Koramangala,Virtual Office
BLR/KO/VO/05/001,N/A,,1,,,,CoWrks Koramangala,Virtual Office
BLR/MN/PS/00/008,00,,10,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/001,00,,4,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/002,00,,4,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/003,00,,4,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/004,00,,6,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/006,00,,9,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/007,00,,13,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/008,00,,5,No,,Yes,CoWrks Millenia,Private Studio
BLR/MN/PS/00/009,00,,35,Yes,,No,CoWrks Millenia,Private Studio
BLR/MN/FD/00/015,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/013,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/002,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/004,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/010,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/008,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/009,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/011,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/001,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/005,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/007,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/003,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/012,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/006,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/016,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/014,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/FD/00/006,00,,1,No,,No,CoWrks Millenia,Flexible Desk
BLR/MN/CP/UB/010,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/SA/015,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/LB/097,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/LB/126,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/LB/125,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/LB/066,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/SA/016,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/LB/058,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/ML/009,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/MU/009,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/ML/008,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/MU/008,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/MU/030,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/CP/MU/026,N/A,,1,,,,CoWrks Millenia,Car Parking
BLR/MN/VO/00/003,N/A,,1,,,,CoWrks Millenia,Virtual Office
BLR/MN/VO/00/002,N/A,,1,,,,CoWrks Millenia,Virtual Office
BLR/MN/VO/00/001,N/A,,1,,,,CoWrks Millenia,Virtual Office
BLR/MN/VO/00/004,N/A,,1,,,,CoWrks Millenia,Virtual Office
BLR/MN/VO/00/005,N/A,,1,,,,CoWrks Millenia,Virtual Office
BLR/IN/PS/05/033,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/034,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/035,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/036,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/037,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/038,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/061,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/062,05,,12,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/057,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/048,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/059,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/060,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/050,05,,9,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/049,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/051,05,,10,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/058,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/052,05,,10,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/047,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/053,05,,9,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/046,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/040,05,,9,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/039,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/041,05,,10,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/042,05,,10,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/043,05,,9,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/044,05,,31,Yes,No,No,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/045,05,,11,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/054,05,,12,Yes,No,No,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/055,05,,12,Yes,No,No,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/056,05,,11,Yes,No,No,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/001,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/002,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/003,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/004,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/005,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/006,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/007,05,,2,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/008,05,,6,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/009,05,,6,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/010,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/011,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/012,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/013,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/014,05,,4,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/015,05,,8,No,No,Yes,CoWrks New Indiranagar,Private Studio
BLR/IN/PS/05/016,05,,3,No,No,Yes,CoWrks New Indiranagar,Private Studio
