Proposal Name,Name,Unit Type,No of Desks,Centre: Name
BLR/IN/00300/1,BLR/IN/FD/05/0010,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0011,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0012,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0013,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0014,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0015,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0016,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0017,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0018,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0019,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0002,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0020,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0021,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0022,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0023,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0024,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0025,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0026,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00300/1,BLR/IN/FD/05/0027,Flexible Desk,20,CoWrks New Indiranagar
BLR/IN/00966/1,BLR/IN/FD/05/0019,Flexible Desk,1,CoWrks New Indiranagar
BLR/IN/00302/1,BLR/IN/PS/05/006,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00304/1,BLR/IN/PS/05/010,Private Studio,215,CoWrks New Indiranagar
BLR/IN/00304/1,BLR/IN/PS/05/011,Private Studio,215,CoWrks New Indiranagar
BLR/IN/00303/2,BLR/IN/PS/05/001,Private Studio,4,CoWrks New Indiranagar
BLR/IN/01004/2,BLR/INF/5F-BP/B-83,Car Parking,31,CoWrks New Indiranagar
BLR/IN/01004/2,BLR/INF/5F-BP/B-90,Car Parking,31,CoWrks New Indiranagar
BLR/IN/01004/2,BLR/INF/5F-BP/B-91,Car Parking,31,CoWrks New Indiranagar
BLR/IN/01004/2,BLR/INF/5F-BP/B-92,Car Parking,31,CoWrks New Indiranagar
BLR/IN/01004/2,BLR/INF/5F-BP/B-93,Car Parking,31,CoWrks New Indiranagar
BLR/IN/01004/2,BLR/INF/5F-BP/B-94,Car Parking,31,CoWrks New Indiranagar
BLR/IN/01004/2,BLR/INF/5F-BP/B-96,Car Parking,31,CoWrks New Indiranagar
BLR/IN/00304/1,BLR/INF/5F-BP/B-22.1,Bike Parking,215,CoWrks New Indiranagar
BLR/IN/00962/3,BLR/IN/DD/5B/005,Dedicated Desk,1,CoWrks New Indiranagar
BLR/IN/00304/1,BLR/INF/5F-BP/B-59,Car Parking,215,CoWrks New Indiranagar
BLR/IN/00973/1,BLR/INF/5F-BP/B-82,Car Parking,8,CoWrks New Indiranagar
BLR/IN/01013/1,BLR/IN/PS/05/015,Private Studio,8,CoWrks New Indiranagar
BLR/IN/00306/2,Community Lounge,Lounge,1,CoWrks New Indiranagar
BLR/IN/00307/1,Community Lounge,Lounge,1,CoWrks New Indiranagar
BLR/IN/00312/1,Community Lounge,Lounge,2,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-97,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-98,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01155/1,BLR/INF/5F-BP/B-97,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01155/1,BLR/INF/5F-BP/B-98,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-23.3,Bike Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-23.4,Bike Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-24.1,Bike Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-24.2,Bike Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-24.3,Bike Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-24.4,Bike Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-25.1,Bike Parking,0,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/033,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/034,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/035,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/036,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/037,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/050,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/051,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/052,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/053,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/054,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/055,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/056,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/057,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/058,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/059,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/060,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/061,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01162/1,BLR/IN/PS/05/062,Private Studio,149,CoWrks New Indiranagar
BLR/IN/01175/1,BLR/IN/PS/05/059,Private Studio,4,CoWrks New Indiranagar
BLR/IN/01175/1,BLR/INF/5F-BP/B-97,Car Parking,4,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-93,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-94,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01154/1,BLR/INF/5F-BP/B-99,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01189/1,Virtual Office - 01,Lounge+,1,CoWrks New Indiranagar
BLR/IN/01192/1,BLR/IN/PS/05/006,Private Studio,4,CoWrks New Indiranagar
BLR/IN/01128/2,BLR/IN/PS/05/034,Private Studio,24,CoWrks New Indiranagar
BLR/IN/01128/2,BLR/IN/PS/05/035,Private Studio,24,CoWrks New Indiranagar
BLR/IN/01128/2,BLR/IN/PS/05/036,Private Studio,24,CoWrks New Indiranagar
BLR/IN/00561/2,BLR/IN/PS/05/004,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00315/1,Community Lounge,Lounge,3,CoWrks New Indiranagar
BLR/IN/00317/1,BLR/IN/PS/05/002,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00320/1,BLR/IN/PS/00/001,Private Studio,10,CoWrks New Indiranagar
BLR/IN/01202/1,BLR/IN/PS/05/051,Private Studio,44,CoWrks New Indiranagar
BLR/IN/01202/1,BLR/IN/PS/05/052,Private Studio,44,CoWrks New Indiranagar
BLR/IN/01202/1,BLR/IN/PS/05/054,Private Studio,44,CoWrks New Indiranagar
BLR/IN/01202/1,BLR/IN/PS/05/055,Private Studio,44,CoWrks New Indiranagar
BLR/IN/02624/1,BLR/IN/PS/00/002,Private Studio,8,CoWrks New Indiranagar
BLR/IN/00320/1,BLR/INF/FC/00/001,Flexible Chair,10,CoWrks New Indiranagar
BLR/IN/00320/1,BLR/INF/FC/00/002,Flexible Chair,10,CoWrks New Indiranagar
BLR/IN/00320/1,BLR/INF/GFBP/D-09.3,Bike Parking,10,CoWrks New Indiranagar
BLR/IN/00320/1,Telephony,Telephony,10,CoWrks New Indiranagar
BLR/IN/01224/1,BLR/IN/PS/05/051,Private Studio,10,CoWrks New Indiranagar
BLR/IN/00689/2,BLR/IN/PS/00/003,Private Studio,23,CoWrks New Indiranagar
BLR/IN/00689/2,BLR/IN/PS/00/006,Private Studio,23,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFSP/T10-32,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFSP/T10-33,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFBP/E-17,Car Parking,0,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFBP/E-17(17A),Car Parking,0,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFBP/E-17(17B),Car Parking,0,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFBP/E-17(17C),Car Parking,0,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFBP/E-17(17D),Car Parking,0,CoWrks New Indiranagar
BLR/IN/01233/2,BLR/INF/GFSP/T10-31,Car Parking,0,CoWrks New Indiranagar
BLR/IN/00320/1,BLR/INF/GFBP/D-05,Car Parking,10,CoWrks New Indiranagar
BLR/IN/01238/2,BLR/IN/PS/05/005,Private Studio,15,CoWrks New Indiranagar
BLR/IN/01238/2,BLR/IN/PS/05/010,Private Studio,15,CoWrks New Indiranagar
BLR/IN/01238/2,BLR/IN/PS/05/019,Private Studio,15,CoWrks New Indiranagar
BLR/IN/00323/1,Community Lounge,Lounge,1,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/015,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/016,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/017,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/018,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/019,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/020,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/021,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/022,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/023,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/024,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/025,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/026,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/027,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/7,BLR/IN/PS/05/028,Private Studio,108,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/015,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/016,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/017,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/018,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/019,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/020,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/021,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/022,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/023,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/024,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/025,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/026,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/027,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00205/8,BLR/IN/PS/05/028,Private Studio,105,CoWrks New Indiranagar
BLR/IN/00322/1,BLR/INF/5F-BP/B-59,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00322/1,BLR/INF/5F-BP/B-60,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00322/1,BLR/INF/5F-BP/B-62,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00325/1,BLR/IN/PS/05/012,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00326/1,Community Lounge,Lounge,2,CoWrks New Indiranagar
BLR/IN/00332/1,BLR/IN/PS/00/004,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00144/1,BLR/IN/PS/00/005,Private Studio,29,CoWrks New Indiranagar
BLR/IN/00144/1,BLR/IN/PS/00/006,Private Studio,29,CoWrks New Indiranagar
BLR/IN/00144/1,BLR/IN/PS/00/009,Private Studio,29,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0001,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0013,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0014,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0015,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0016,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0017,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0018,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0019,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0002,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0020,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0021,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00581/1,BLR/IN/FD/05/0022,Flexible Desk,12,CoWrks New Indiranagar
BLR/IN/00583/1,BLR/IN/PS/00/005,Private Studio,29,CoWrks New Indiranagar
BLR/IN/00583/1,BLR/IN/PS/00/006,Private Studio,29,CoWrks New Indiranagar
BLR/IN/00583/1,BLR/IN/PS/00/008,Private Studio,29,CoWrks New Indiranagar
BLR/IN/00342/1,BLR/INF/GFBP/D-09.3,Bike Parking,12,CoWrks New Indiranagar
BLR/IN/00342/1,BLR/IN/PS/00/003,Private Studio,12,CoWrks New Indiranagar
BLR/IN/00342/1,BLR/IN/PS/00/004,Private Studio,12,CoWrks New Indiranagar
BLR/IN/00342/1,Telephony,Telephony,12,CoWrks New Indiranagar
BLR/IN/00342/1,BLR/INF/GFBP/D-05,Car Parking,12,CoWrks New Indiranagar
BLR/IN/00343/1,BLR/INF/GFBP/D-05,Car Parking,39,CoWrks New Indiranagar
BLR/IN/00346/1,Community Lounge,Lounge,1,CoWrks New Indiranagar
BLR/IN/00347/2,Telephony,Telephony,12,CoWrks New Indiranagar
BLR/IN/00345/1,BLR/INF/5F-BP/B-59,Car Parking,1,CoWrks New Indiranagar
BLR/IN/00344/1,BLR/IN/PS/00/004,Private Studio,5,CoWrks New Indiranagar
BLR/IN/00345/1,Community Lounge,Lounge,1,CoWrks New Indiranagar
BLR/IN/00343/1,BLR/IN/PS/00/001,Private Studio,39,CoWrks New Indiranagar
BLR/IN/00343/1,BLR/IN/PS/00/002,Private Studio,39,CoWrks New Indiranagar
BLR/IN/00343/1,BLR/IN/PS/00/003,Private Studio,39,CoWrks New Indiranagar
BLR/IN/00343/1,BLR/IN/PS/00/006,Private Studio,39,CoWrks New Indiranagar
BLR/IN/00347/2,BLR/INF/5F-BP/B-22.1,Bike Parking,12,CoWrks New Indiranagar
BLR/IN/00343/1,BLR/INF/GFBP/D-09.3,Bike Parking,39,CoWrks New Indiranagar
BLR/IN/00716/2,BLR/IN/DD/00/012,Dedicated Desk,1,CoWrks New Indiranagar
BLR/IN/00772/1,BLR/IN/FD/05/0033,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00772/1,BLR/IN/FD/05/0034,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00772/3,BLR/IN/FD/05/0012,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00772/3,BLR/IN/FD/05/0013,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00772/2,BLR/IN/FD/05/0012,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00772/2,BLR/IN/FD/05/0013,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00784/1,BLR/IN/PS/00/012,Private Studio,12,CoWrks New Indiranagar
BLR/IN/00780/1,BLR/IN/PS/00/009,Private Studio,12,CoWrks New Indiranagar
BLR/IN/00782/1,BLR/IN/FD/05/0030,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00782/1,BLR/IN/FD/05/0031,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/01000/2,BLR/IN/PS/05/052,Private Studio,10,CoWrks New Indiranagar
BLR/IN/00786/1,BLR/IN/FD/05/0032,Flexible Desk,1,CoWrks New Indiranagar
BLR/IN/00848/1,BLR/IN/DD/00/004,Dedicated Desk,1,CoWrks New Indiranagar
BLR/IN/00788/1,BLR/IN/FD/05/0033,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00788/1,BLR/IN/FD/05/0034,Flexible Desk,2,CoWrks New Indiranagar
BLR/IN/00789/1,BLR/IN/PS/00/006,Private Studio,15,CoWrks New Indiranagar
BLR/IN/01255/1,BLR/IN/PS/05/061,Private Studio,30,CoWrks New Indiranagar
BLR/IN/01255/1,BLR/IN/PS/05/062,Private Studio,30,CoWrks New Indiranagar
BLR/IN/01255/1,BLR/IN/PS/05/052,Private Studio,30,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/IN/PS/05/010,Private Studio,8,CoWrks New Indiranagar
BLR/IN/00335/4,BLR/IN/PS/05/033,Private Studio,24,CoWrks New Indiranagar
BLR/IN/00335/4,BLR/IN/PS/05/034,Private Studio,24,CoWrks New Indiranagar
BLR/IN/00335/4,BLR/IN/PS/05/035,Private Studio,24,CoWrks New Indiranagar
BLR/IN/00658/3,BLR/IN/PS/05/023,Private Studio,59,CoWrks New Indiranagar
BLR/IN/00658/3,BLR/IN/PS/05/025,Private Studio,59,CoWrks New Indiranagar
BLR/IN/00658/3,BLR/IN/PS/05/028,Private Studio,59,CoWrks New Indiranagar
BLR/IN/00658/3,BLR/IN/PS/05/003,Private Studio,59,CoWrks New Indiranagar
BLR/IN/00658/3,BLR/IN/PS/05/032,Private Studio,59,CoWrks New Indiranagar
BLR/IN/00743/1,BLR/IN/PS/00/003,Private Studio,8,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/INF/5F-BP/B-59,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/INF/5F-BP/B-60,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/INF/5F-BP/B-62,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/INF/5F-BP/B-63,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/INF/5F-BP/B-64,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/INF/5F-BP/B-65,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00791/1,BLR/INF/5F-BP/B-66,Car Parking,8,CoWrks New Indiranagar
BLR/IN/00812/2,BLR/IN/FD/05/0011,Flexible Desk,7,CoWrks New Indiranagar
BLR/IN/00812/2,BLR/IN/FD/05/0012,Flexible Desk,7,CoWrks New Indiranagar
BLR/IN/00812/2,BLR/IN/FD/05/0013,Flexible Desk,7,CoWrks New Indiranagar
BLR/IN/00812/2,BLR/IN/FD/05/0030,Flexible Desk,7,CoWrks New Indiranagar
BLR/IN/00812/2,BLR/IN/FD/05/0031,Flexible Desk,7,CoWrks New Indiranagar
BLR/IN/00812/2,BLR/IN/FD/05/0033,Flexible Desk,7,CoWrks New Indiranagar
BLR/IN/00812/2,BLR/IN/FD/05/0034,Flexible Desk,7,CoWrks New Indiranagar
BLR/IN/00811/1,BLR/IN/PS/05/001,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00335/5,BLR/IN/PS/05/032,Private Studio,25,CoWrks New Indiranagar
BLR/IN/00817/1,BLR/IN/PS/05/016,Private Studio,3,CoWrks New Indiranagar
BLR/IN/00904/1,Virtual Office - 01,Lounge+,1,CoWrks New Indiranagar
BLR/IN/00818/1,BLR/IN/PS/05/016,Private Studio,2,CoWrks New Indiranagar
BLR/IN/00335/6,BLR/IN/PS/05/032,Private Studio,25,CoWrks New Indiranagar
BLR/IN/00824/1,BLR/IN/FD/05/0030,Flexible Desk,3,CoWrks New Indiranagar
BLR/IN/00824/1,BLR/IN/FD/05/0031,Flexible Desk,3,CoWrks New Indiranagar
BLR/IN/00824/1,BLR/IN/FD/05/0032,Flexible Desk,3,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/014,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/018,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/023,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/033,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/034,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/035,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/036,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/037,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00828/1,BLR/IN/PS/05/038,Private Studio,70,CoWrks New Indiranagar
BLR/IN/00829/1,BLR/IN/PS/05/023,Private Studio,30,CoWrks New Indiranagar
BLR/IN/00829/1,BLR/IN/PS/05/025,Private Studio,30,CoWrks New Indiranagar
BLR/IN/00829/1,BLR/IN/PS/05/028,Private Studio,30,CoWrks New Indiranagar
BLR/IN/00826/1,BLR/IN/PS/00/003,Private Studio,8,CoWrks New Indiranagar
BLR/IN/00832/1,Virtual Receptionist,Virtual Receptionist,0,CoWrks New Indiranagar
BLR/IN/00832/1,Mail and Package Handling,Mail and Package Handling,0,CoWrks New Indiranagar
BLR/IN/00833/1,BLR/IN/DD/5B/0010,Dedicated Desk,1,CoWrks New Indiranagar
BLR/IN/00830/1,BLR/IN/PS/05/019,Private Studio,3,CoWrks New Indiranagar
BLR/IN/00830/1,BLR/INF/5F-BP/B-82,Car Parking,3,CoWrks New Indiranagar
BLR/IN/00830/1,BLR/INF/5F-BP/B-83,Car Parking,3,CoWrks New Indiranagar
BLR/IN/00830/2,BLR/INF/5F-BP/B-82,Car Parking,3,CoWrks New Indiranagar
BLR/IN/00830/2,BLR/INF/5F-BP/B-83,Car Parking,3,CoWrks New Indiranagar
BLR/IN/00837/1,BLR/IN/FD/05/0034,Flexible Desk,1,CoWrks New Indiranagar
BLR/IN/00830/2,BLR/IN/PS/05/019,Private Studio,3,CoWrks New Indiranagar
BLR/IN/00995/1,BLR/IN/PS/00/006,Private Studio,15,CoWrks New Indiranagar
BLR/IN/00852/1,BLR/IN/PS/05/001,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00851/1,BLR/IN/DD/5B/001,Dedicated Desk,1,CoWrks New Indiranagar
BLR/IN/00501/3,BLR/IN/DD/5B/001,Dedicated Desk,3,CoWrks New Indiranagar
BLR/IN/00501/3,BLR/IN/DD/5B/002,Dedicated Desk,3,CoWrks New Indiranagar
BLR/IN/00501/3,BLR/IN/DD/5B/003,Dedicated Desk,3,CoWrks New Indiranagar
BLR/IN/00868/1,BLR/IN/PS/00/006,Private Studio,35,CoWrks New Indiranagar
BLR/IN/00868/1,BLR/IN/PS/00/012,Private Studio,35,CoWrks New Indiranagar
BLR/IN/00884/1,BLR/INF/5F-BP/B-22.1,Bike Parking,56,CoWrks New Indiranagar
BLR/IN/00792/1,BLR/IN/PS/00/006,Private Studio,27,CoWrks New Indiranagar
BLR/IN/00792/1,BLR/IN/PS/00/012,Private Studio,27,CoWrks New Indiranagar
BLR/IN/00874/1,BLR/IN/PS/05/058,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00873/1,BLR/IN/PS/00/006,Private Studio,15,CoWrks New Indiranagar
BLR/IN/00924/1,BLR/IN/FD/05/0011,Flexible Desk,1,CoWrks New Indiranagar
BLR/IN/01005/1,BLR/IN/PS/05/008,Private Studio,6,CoWrks New Indiranagar
BLR/IN/00351/1,BLR/INF/5F-BP/B-60,Car Parking,44,CoWrks New Indiranagar
BLR/IN/00351/1,BLR/IN/PS/05/030,Private Studio,44,CoWrks New Indiranagar
BLR/IN/00351/1,BLR/IN/PS/05/031,Private Studio,44,CoWrks New Indiranagar
BLR/IN/00351/1,BLR/IN/PS/05/032,Private Studio,44,CoWrks New Indiranagar
BLR/IN/02533/1,BLR/IN/PS/00/012,Private Studio,12,CoWrks New Indiranagar
BLR/IN/00349/1,BLR/IN/PS/00/004,Private Studio,4,CoWrks New Indiranagar
BLR/IN/00163/2,BLR/IN/DD/00/012,Dedicated Desk,1,CoWrks New Indiranagar
BLR/IN/00925/1,BLR/IN/PS/05/016,Private Studio,6,CoWrks New Indiranagar
BLR/IN/00350/1,Telephony,Telephony,39,CoWrks New Indiranagar
BLR/IN/00179/1,BLR/IN/DD/00/011,Dedicated Desk,1,CoWrks New Indiranagar
BLR/IN/00173/3,BLR/IN/DD/00/009,Dedicated Desk,2,CoWrks New Indiranagar
BLR/IN/00173/3,BLR/IN/DD/00/010,Dedicated Desk,2,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0001,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0002,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0003,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0004,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0005,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0006,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0007,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/FD/05/0008,Flexible Desk,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/PS/05/006,Private Studio,18,CoWrks New Indiranagar
BLR/IN/00247/1,BLR/IN/PS/05/009,Private Studio,18,CoWrks New Indiranagar
BLR/IN/00185/1,BLR/IN/PS/00/004,Private Studio,4,CoWrks New Indiranagar
